timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acc_x,acc_y,acc_z,thrust0,thrust1,thrust2,basestation,flight_number
69667483,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.023452252,0.043170422,-1.5,-0.10040788,0.030877894,-6.207902,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69767122,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.021068305,0.04324025,-1.5,-0.0857207,0.035770103,-6.211893,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69871212,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.018380105,0.04220447,-1.5,-0.06422282,-0.004694036,-6.2087555,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69971632,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.014908254,0.039704114,-1.5,-0.07331754,-0.0027761674,-6.2093625,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70071213,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.010203749,0.0351474,-1.5,-0.056411084,-0.005913141,-6.2120275,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70175178,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.004583895,0.028427303,-1.5,-0.02561612,-0.044975158,-6.2146497,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70275919,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0014805794,0.020861864,-1.5141172,-0.022839906,-0.04070261,-6.2407794,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70375277,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.007239282,0.012936294,-1.5288017,-0.010767633,-0.052181963,-6.255734,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70476524,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.014212757,0.0054308474,-1.543838,0.02847183,-0.06978825,-6.2619143,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70581126,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.021389008,-0.0017826855,-1.55985,0.012730558,-0.06558179,-6.2679353,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70680657,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.028366327,-0.007952303,-1.575254,0.019415863,-0.06755051,-6.2561502,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70784790,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.03474757,-0.013870239,-1.5919466,0.014040115,-0.062284347,-6.2635612,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70885231,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.04054901,-0.018073618,-1.6084671,0.019999485,-0.057359245,-6.261918,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70984902,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.044724673,-0.022320628,-1.6250055,0.016541619,-0.057767257,-6.260175,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71088756,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.047180325,-0.025961637,-1.6422112,0.00050566165,-0.052410606,-6.2711396,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71189799,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.04923901,-0.029409528,-1.6587968,-0.009835704,-0.05197685,-6.268976,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71288641,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.04917839,-0.032429248,-1.6753316,-0.008891336,-0.04654886,-6.270259,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71392720,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.048864663,-0.034280866,-1.6923549,-0.03279085,-0.054028377,-6.2848835,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71495379,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.046875983,-0.035018474,-1.7092438,-0.055858884,-0.04043274,-6.2892785,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71599073,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.043287635,-0.03536609,-1.7266588,-0.03952453,-0.04295883,-6.2895193,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71698535,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.039157033,-0.034832507,-1.7433813,-0.06289412,-0.029173125,-6.2972527,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71802361,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.033581793,-0.033281475,-1.760737,-0.060709473,-0.012407487,-6.3158803,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71903087,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.027299255,-0.03168127,-1.7781825,-0.06855646,-0.011243183,-6.3127613,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72006797,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.02156514,-0.029130578,-1.7967644,-0.08782826,0.010645977,-6.330262,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72110665,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.014677316,-0.026308626,-1.8155041,-0.101961136,-0.0069656516,-6.3238263,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72210484,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.00909099,-0.023287565,-1.8334484,-0.10360207,-0.0078028706,-6.3212466,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72311958,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0040674806,-0.020965397,-1.8514361,-0.09665479,-0.0055475626,-6.3242292,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72414954,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0009457469,-0.018747568,-1.8701937,-0.09213551,-0.0025766466,-6.325504,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72515961,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0045977533,-0.016633004,-1.8885825,-0.08087121,-0.00090428966,-6.315297,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72616773,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0075876117,-0.015207052,-1.907037,-0.079242304,0.0029331194,-6.2996597,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72720621,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.009067476,-0.01364547,-1.9260387,-0.07048565,0.01378497,-6.314811,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72824315,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.010314971,-0.011426479,-1.945086,-0.076227054,0.02018555,-6.333037,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72924019,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.010427982,-0.0089659095,-1.963651,-0.06903111,0.017253794,-6.335255,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73027917,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.009313524,-0.0058686733,-1.9830344,-0.052046563,0.0002706599,-6.3310413,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73128331,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0075543523,-0.0024019182,-2.0,-0.054610275,0.023771824,-6.3335824,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73227879,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0059106946,0.0020707548,-2.0,-0.061515223,0.03118693,-6.306203,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73331973,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0044119656,0.007351041,-2.0,-0.031431556,0.03975894,-6.2890677,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73432531,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.002560079,0.012445092,-2.0,-0.041123375,0.05204276,-6.2780433,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73532983,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.00042325258,0.01772046,-2.0,-0.035811845,0.06789913,-6.2596755,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73636697,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0022000372,0.023246348,-2.0,-0.037859637,0.07361939,-6.2707143,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73737325,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0045333803,0.0291228,-2.0,-0.034126483,0.08320697,-6.280661,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73836886,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.006414056,0.035213023,-2.0,-0.03418103,0.086427204,-6.284669,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73940762,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.007274151,0.041448355,-2.0,-0.05006877,0.095826685,-6.306063,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74041696,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.007008791,0.04712248,-2.0,-0.06599185,0.09992279,-6.3040657,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74145602,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.00584659,0.052669466,-2.0,-0.062328104,0.08869294,-6.298684,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74249211,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.003953755,0.05808091,-2.0,-0.07491762,0.106876224,-6.2884007,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74348837,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0019457638,0.063501656,-2.0,-0.065765925,0.119049974,-6.280145,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74452886,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.00028842688,0.06938687,-2.0,-0.05147988,0.13849537,-6.3027625,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74553129,-0.822854,0.7491647,-14.134538,-1.572272,0.0,-0.0004299581,0.07565814,-2.0,-0.04724337,0.14813408,-6.3069816,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74652746,-0.822854,0.7491647,-14.134538,-1.572272,0.0,5.2839518e-05,0.08162722,-2.0,-0.038699336,0.15560925,-6.3060846,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74756684,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0019869804,0.08781856,-1.8614216,-0.026977083,0.15530905,-6.0676303,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74858685,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.0052134097,0.09389046,-1.6149243,-0.026831394,0.16821173,-5.7427373,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74958256,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.00903216,0.09922099,-1.3836477,-0.0056181275,0.1625296,-5.548302,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75058832,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.013849497,0.10435331,-1.1689965,0.013259711,0.17449512,-5.4639688,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75163187,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.019887954,0.10877547,-0.9692945,0.029456804,0.15290329,-5.4225802,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75262417,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.02681315,0.11194414,-0.79702634,0.0805762,0.15065515,-5.435689,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75366398,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.03452182,0.114210606,-0.638537,-0.009512984,0.15341234,-5.4443235,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75467003,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.04189852,0.1153855,-0.50926054,0.0022636433,0.14089797,-5.4829235,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75566374,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.049271375,0.11500785,-0.40151775,0.06395252,0.13628691,-5.5518103,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75670477,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.05629295,0.11426613,-0.31552562,0.045476858,0.1335225,-5.6464863,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75771227,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.062435478,0.11372486,-0.25376368,0.04876492,0.13778335,-5.703694,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75871957,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.06676322,0.11252564,-0.19791298,0.042351224,0.13189873,-5.7844667,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75972723,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.07038912,0.111522764,-0.15186518,0.041820817,0.13998418,-5.80573,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76076581,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.072849065,0.11027393,-0.11240434,0.044566073,0.14514807,-5.8522515,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76175959,-0.822854,0.7491647,-14.134538,-1.572272,0.0,0.07326159,0.10990691,-0.07912874,0.020210123,0.14276512,-5.9013505,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76276904,-0.12830846,1.15072,-14.48768,-1.572272,0.0,1.1150273,0.7114732,-0.51134586,1.5043688,0.98637074,-6.7946386,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76380638,-0.12830846,1.15072,-14.788406,-1.572272,0.0,1.10354,0.70396185,-0.8770031,1.2201236,0.8666868,-7.265914,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76480134,-0.12830846,1.15072,-15.5855665,-1.572272,0.0,1.0792755,0.68975884,-1.8736409,1.0760382,0.76315856,-8.577648,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76584108,-0.12830846,1.15072,-15.757951,-1.572272,0.0,1.0346853,0.6644827,-2.0,0.6496868,0.5232304,-7.7607713,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76685640,-0.12830846,1.15072,-15.874481,-1.572272,0.0,0.9656816,0.62482756,-2.0,0.39581937,0.3567232,-7.168234,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76784090,-0.12830846,1.15072,-16.026535,-1.572272,0.0,0.8784991,0.57152456,-1.9999989,0.19394237,0.20600046,-6.8428717,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76886651,-0.12830846,1.15072,-16.205675,-1.572272,0.0,0.7785807,0.5069438,-1.9999989,0.037062053,0.096552484,-6.648146,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76990657,-0.12830846,1.15072,-16.403206,-1.572272,0.0,0.66919756,0.4334161,-2.0,-0.10634348,-0.016333442,-6.497433,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77094265,-0.12830846,1.15072,-16.61054,-1.572272,0.0,0.5583327,0.3555193,-2.0,-0.22350106,-0.0934424,-6.4390044,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77193715,-0.12830846,1.15072,-16.80946,-1.572272,0.0,0.4545215,0.28000206,-2.0,-0.316174,-0.163746,-6.3967223,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77297706,-0.12830846,1.15072,-17.018581,-1.572272,0.0,0.35240287,0.203381,-2.0,-0.34228992,-0.2118367,-6.35183,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77398337,-0.12830846,1.15072,-17.21792,-1.572272,0.0,0.2629834,0.13365412,-2.0,-0.3694303,-0.2243596,-6.3252487,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77497832,-0.12830846,1.15072,-17.414478,-1.572272,0.0,0.18297464,0.071457446,-1.9999989,-0.37411097,-0.22110045,-6.3207445,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77601933,-0.12830846,1.15072,-17.621376,-1.572272,0.0,0.11219325,0.016342878,-2.0,-0.3971889,-0.19155829,-6.3261395,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77702595,-0.12830846,1.15072,-17.825062,-1.572272,0.0,0.0551717,-0.026697457,-2.0,-0.37352768,-0.16804758,-6.333075,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77802724,-0.12830846,1.15072,-18.028917,-1.572272,0.0,0.009662077,-0.059478343,-2.0,-0.32443544,-0.13299672,-6.3376126,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
