timestamp,load,ram_usage,basestation,flight_number
114795478,0.723876,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
115796516,0.724645,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
116797538,0.723771,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
117799541,0.727514,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
118801670,0.71922,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
119803469,0.723533,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
120804756,0.728105,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
121805813,0.727641,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
122806534,0.728385,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
123808186,0.723916,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
124811333,0.721383,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
125816620,0.727801,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
126820696,0.721008,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
127822153,0.726665,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
128823852,0.722963,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
129826695,0.730981,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
130827791,0.756717,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
131828983,0.757367,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
132830436,0.768183,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
133832136,0.756202,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134834718,0.757145,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135835440,0.756026,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136840171,0.754226,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137841859,0.747837,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138842436,0.720407,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139843727,0.719243,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140844742,0.726386,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141854333,0.762889,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142855237,0.759842,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143856832,0.750382,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144858472,0.697191,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145859769,0.691505,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146860567,0.68295,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
147861931,0.694594,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
148863866,0.697652,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
149864673,0.699947,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
150866447,0.668881,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
151868170,0.660576,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
152869591,0.661217,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
153870991,0.657024,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
154873516,0.659456,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
155874501,0.65578103,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
156875436,0.66089,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
157876548,0.655233,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
158877798,0.655141,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
159878701,0.656444,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
160880276,0.646017,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
161883108,0.654561,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
162887377,0.655708,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
163889663,0.66164,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
164892554,0.657331,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
165893439,0.657821,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
166894442,0.660132,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
167896040,0.656006,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
168896727,0.659266,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
169899065,0.65345,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
170900215,0.66062,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
171901559,0.662396,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
172904134,0.654843,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
173905798,0.654924,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
174906442,0.654431,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
175907436,0.660999,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
176908128,0.656347,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
177910112,0.663251,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
178911383,0.65562,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
179912650,0.657117,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
180913504,0.658232,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
181913864,0.655304,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
182913516,0.661262,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
183914471,0.662604,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
184915443,0.656364,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
185916543,0.659881,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
186917836,0.657222,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
187918649,0.650389,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
188921635,0.657282,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
189923105,0.662706,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
190924870,0.656738,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
191925472,0.657931,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
192926436,0.664363,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
193927436,0.658127,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
194928527,0.66116,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
195929935,0.663189,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
196931994,0.662235,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
197933617,0.665126,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
198934217,0.691975,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
199936861,0.692641,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
200938545,0.693607,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
201940318,0.690812,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
202941741,0.683764,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
203942437,0.688376,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
204943801,0.692934,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
205945460,0.684918,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
206947437,0.68894,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
207952595,0.750847,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
208953707,0.761675,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
209956856,0.767225,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
210960964,0.754902,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
211963442,0.766537,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
212968297,0.761084,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
213968659,0.754846,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
214969436,0.763564,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
215970436,0.760557,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
216972041,0.724107,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
217973312,0.718515,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
218975359,0.721742,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
219978578,0.721619,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
220979825,0.73501,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
221981491,0.721979,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
222982358,0.724695,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
223984916,0.721591,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
224985756,0.729005,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
225987943,0.726935,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
226988902,0.722395,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
227990664,0.727465,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
228991531,0.723384,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
229993650,0.717838,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
230999353,0.727339,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
232001024,0.727062,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
233002308,0.732624,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
234003757,0.732891,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
235006643,0.72557503,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
236008726,0.720541,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
237010128,0.733319,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
238016651,0.734954,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
239017577,0.766853,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
240020224,0.77014,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
241021576,0.732405,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
242022648,0.729466,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
243031500,0.725073,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
244033148,0.731624,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
245038654,0.726563,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
246039397,0.693213,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
247040857,0.690302,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
248040971,0.695755,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
249042694,0.69359,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
250044051,0.691377,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
251047080,0.695236,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
252051343,0.692623,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
253052886,0.690223,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
254055023,0.694696,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
255056289,0.693165,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
256057548,0.690131,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
257059322,0.68962,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
258060586,0.691564,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
259061903,0.688475,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
260064201,0.690962,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
261069841,0.691673,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
262070436,0.690835,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
263072044,0.690604,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
264073881,0.690953,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
265075436,0.691265,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
266076922,0.685734,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
267078966,0.694302,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
268079741,0.672868,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
269081912,0.660124,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
270083297,0.659344,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
271084487,0.661471,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
272085561,0.664573,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
273087024,0.658057,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
274089588,0.656172,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
275091007,0.658345,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
276091976,0.659428,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
277091819,0.662129,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
278092657,0.657026,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
279095122,0.659465,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
280095783,0.657422,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
281097927,0.663436,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
282098470,0.655347,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
283102628,0.665828,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
284103788,0.652633,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
285105098,0.663576,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
286107774,0.663972,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
287110364,0.683895,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
288111806,0.726396,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
289113391,0.724581,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
290115396,0.727843,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
291119483,0.732067,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
292121095,0.686126,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
293123384,0.692569,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
294124548,0.687492,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
295127891,0.680863,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
296128737,0.688727,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
297129906,0.693283,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
298131778,0.68913,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
299133333,0.6971,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
300135964,0.690343,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
301138187,0.68555,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
302140007,0.683612,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
303141838,0.691119,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
304142458,0.690495,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
305144888,0.689306,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
306151231,0.686581,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
307152513,0.685993,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
308153523,0.691356,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
309156745,0.694202,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
310157507,0.685955,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
311158436,0.704506,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
312159793,0.759899,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
313160709,0.763459,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
314161493,0.765546,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
315163994,0.758137,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
316172330,0.759373,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
317173899,0.763525,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
318175566,0.71867,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
319176691,0.703801,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
320178187,0.701761,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
321179740,0.693334,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
322180600,0.695333,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
323181768,0.658798,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
324183346,0.65862,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
325185729,0.666476,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
326186504,0.661625,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
327189292,0.659217,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
328189712,0.658222,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
329191643,0.657011,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
330193561,0.654932,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
331195090,0.655708,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
332196857,0.663461,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
333197436,0.664226,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
334198718,0.661651,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
335200781,0.664052,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
336201708,0.662073,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
337203403,0.666138,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
338205128,0.660325,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
339206439,0.659465,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
340207775,0.65844,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
341210170,0.665088,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
342212626,0.658903,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
343214377,0.657461,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
344216647,0.662643,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
345218674,0.666106,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
346220222,0.65537,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
347221565,0.661894,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
348222567,0.652908,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
349223828,0.662774,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
350225378,0.655234,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
351227317,0.661601,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
352228851,0.655959,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
353229806,0.661432,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
354230445,0.663962,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
355232084,0.657442,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
356233616,0.662324,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
357235143,0.66435,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
358235690,0.656445,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
359236541,0.660605,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
360237528,0.660196,0.85632926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
