timestamp,timestamp_last_signal,channel_count,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values0,values1,values2,values3,values4,values5,values6,values7,values8,values9,values10,values11,values12,values13,values14,values15,values16,values17,rc_failsafe,rc_lost,input_source,basestation,flight_number
60942138,60942138,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61033919,61033919,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61143729,61143729,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61255516,61255516,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61339540,61339540,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61455632,61455632,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61547713,61547713,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61655624,61655624,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61759596,61759596,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61863736,61863736,18,255,0,0,0,1494,1499,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61951688,61951688,18,255,0,0,0,1494,1499,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62055731,62055731,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62161129,62161129,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62273354,62273354,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62357130,62357130,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62465111,62465111,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62577138,62577138,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62665141,62665141,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62777421,62777421,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62861139,62861139,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62973127,62973127,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63085080,63085080,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63166118,63166118,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63277928,63277928,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63390207,63390207,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63481922,63481922,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63594100,63594100,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63681935,63681935,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63789957,63789957,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,2005,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63882008,63882008,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1998,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63998007,63998007,18,255,0,0,0,1494,1500,982,1493,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1494,1998,998,998,0,0,4,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
