timestamp,rollspeed,pitchspeed,yawspeed,q0,q1,q2,q3,delta_q_reset0,delta_q_reset1,delta_q_reset2,delta_q_reset3,quat_reset_counter,basestation,flight_number
134458545,-0.00023895723,-0.26403835,0.14153782,0.84070724,0.047723122,0.028843759,-0.53861123,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134560211,-0.12989302,-0.27694628,-0.14207907,0.8418976,0.038022466,0.017058158,-0.53802586,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134660235,-0.09000895,-0.27953935,-0.05336263,0.84310734,0.029153528,0.012392758,-0.53681135,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134764203,-0.08097167,-0.2525515,0.14844134,0.84425896,0.022382436,0.006807369,-0.53542477,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134864056,-0.078498796,-0.27016765,0.13340639,0.8451857,0.017168287,0.0030212793,-0.53418845,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
134964046,-0.41553253,-0.26903003,0.0039362116,0.8460443,0.011197687,-0.00076938386,-0.5329944,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135068005,-0.012076017,0.05988003,0.13963863,0.846941,0.00441185,-0.00028515555,-0.53166866,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135168109,-0.048808992,0.03697984,0.029185362,0.84716266,0.002933841,-0.001036496,-0.5313245,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135268147,-0.29794115,-0.17826052,-0.105517775,0.8473581,0.0004347014,-0.0013358997,-0.53102016,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135372277,-0.16491847,0.023546124,0.13897511,0.8479838,-0.0029452962,0.00081506604,-0.5300133,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135472955,-0.21769156,0.00815106,-0.10770051,0.8481908,-0.0015963585,0.001534259,-0.52968645,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135572821,0.018894333,-0.09444002,0.11680418,0.8482108,0.0015905591,0.0026900552,-0.52964956,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135676906,-0.06200715,0.02121079,0.12349381,0.8479015,-0.0015236139,0.0078728255,-0.53009313,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135777005,-0.19266912,-0.09816486,-0.117540166,0.8474528,-0.002244529,0.009995612,-0.530772,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135876900,0.2788094,-0.047164712,0.12584053,0.84714353,0.00022106733,0.006056269,-0.53132963,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
135981099,0.21499647,0.07806445,0.10245055,0.8464607,0.0025296654,0.0051920894,-0.5324199,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136080983,-0.026490957,-0.18315192,-0.12651072,0.8453859,0.0027676572,0.004565859,-0.53412926,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136184954,0.010980482,-0.0028905733,0.118291244,0.84441876,0.0034660099,0.0029760012,-0.535664,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136288877,0.13115202,0.17995323,-0.0026166285,0.8430461,0.00458563,0.0058710254,-0.5377897,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136392982,-0.1730493,-0.22002816,-0.18142751,0.8414533,0.0047581503,0.0031945084,-0.5402996,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136492875,-0.06530807,-0.09113184,-0.0867219,0.8401545,0.0066508884,0.0011570911,-0.5423052,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136596852,0.16886249,0.32916325,-0.0021368796,0.8389336,0.011055924,0.002985232,-0.5441132,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136696946,0.34042493,0.058789883,0.112151355,0.83788073,0.01415619,0.004315385,-0.54565275,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136798401,0.03361054,-0.04639206,0.11711391,0.83716327,0.014662884,0.0044548856,-0.5467384,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
136902589,0.03289843,0.18158123,-0.19307505,0.83630854,0.0148117235,0.0055518723,-0.54803085,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137002599,-0.05813892,-0.1267919,-0.060405515,0.8360573,0.016098194,0.005899754,-0.54837424,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137102528,-0.23919645,-0.13738415,-0.059201736,0.8356977,0.01611692,0.0037116318,-0.5489407,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137206586,0.1205469,0.13605359,-0.1609407,0.83535236,0.015903458,0.003232268,-0.54947525,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137306504,-0.03016535,-0.07929993,-0.16976374,0.83513623,0.016989483,0.004064888,-0.5497657,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137406596,-0.29775563,0.006053739,-0.065837994,0.83526576,0.017903032,0.0048417444,-0.5495337,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137510471,-0.0457125,0.23193085,-0.051255465,0.835555,0.016487055,0.0078030005,-0.549104,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137610838,0.054572593,0.024068423,-0.005059002,0.8358915,0.01695985,0.011153456,-0.5485193,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137714830,-0.124664955,-0.091856875,0.10551866,0.8364617,0.013978061,0.011053752,-0.5477356,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137815373,-0.17620865,-0.0539512,0.13133171,0.8373101,0.011186316,0.009076643,-0.54653865,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
137915240,-0.018353142,-0.07894755,0.197391,0.8380221,0.010510025,0.008671088,-0.5454662,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138019273,-0.14053108,-0.11511687,-0.09978577,0.838646,0.010349037,0.008022239,-0.5445195,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138119300,0.0719634,-0.0011101611,-0.046022758,0.8390688,0.010877536,0.008861613,-0.5438446,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138219336,0.013568479,0.14887123,-0.032060172,0.8393486,0.009970735,0.011636605,-0.5433776,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138323511,-0.29913548,-0.056697022,-0.1222895,0.8395395,0.008992815,0.010911051,-0.5431147,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138423437,-0.17202698,-0.20454285,-0.08529463,0.8396206,0.008573712,0.0075924494,-0.5430526,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138523445,-0.035755083,0.022777447,-0.06799884,0.8395959,0.009687332,0.0070511866,-0.54307944,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138627470,0.025058795,-0.09263615,0.17007089,0.8396975,0.009928649,0.006889008,-0.54291993,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138727391,-0.12233713,0.0012461186,0.08010239,0.8395624,0.010136638,0.0078327935,-0.5431122,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138831413,0.18989371,0.121843174,-0.059583217,0.8392709,0.009685748,0.006534041,-0.5435881,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
138931474,0.009688937,0.05081585,-0.06511998,0.8389795,0.008746189,0.0046172636,-0.5440732,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139032192,0.16554564,0.11007089,-0.018152839,0.83858174,0.008472766,0.0038161927,-0.5446967,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139132888,0.07228393,0.097143084,0.0014510904,0.8380657,0.0074228533,0.0058771516,-0.5454872,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139236921,0.005526645,-0.099851355,0.018092,0.83747303,0.007641027,0.00776654,-0.54637015,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139336914,-0.16623436,-0.07853018,0.055609055,0.83705604,0.0076878276,0.0056158113,-0.5470344,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139436876,-0.07971833,0.11410363,0.090596296,0.8367037,0.006937234,0.003016925,-0.54760355,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139540864,-0.2630106,-0.25171226,-0.13719967,0.8363197,0.007969091,0.004243706,-0.5481678,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139641040,-0.113982946,-0.041849,0.00761441,0.8361053,0.00726109,0.005859331,-0.5484897,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139740936,-0.09844678,0.037734862,0.08566289,0.83591,0.008027623,0.011300638,-0.5486916,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139845003,0.014381239,-0.041544065,-0.16019556,0.83540076,0.009708708,0.011155049,-0.54944235,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
139944945,-0.1434835,-0.09223637,-0.15210153,0.83512855,0.008730168,0.010594329,-0.5498835,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140045901,-0.05426525,0.09171119,-0.13510804,0.83497787,0.0080576865,0.0102464855,-0.55012923,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140149902,-0.13057652,-0.041273806,-0.16309887,0.8345493,0.0076196766,0.008824788,-0.55081,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140249690,0.05238471,0.102129,0.08522151,0.83417916,0.006497452,0.0072779534,-0.55140716,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140353814,0.13783443,0.06484551,0.04308862,0.8336853,0.0053948644,0.007745688,-0.5521593,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140458024,0.11277932,0.12916213,0.09389312,0.83332676,0.0057556983,0.009969305,-0.55266094,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140557678,-0.19365285,0.017521942,-0.14277576,0.83286,0.007578591,0.012063694,-0.5533004,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140661811,-0.16356802,-0.08227992,-0.11732131,0.8327829,0.009934548,0.011125883,-0.5533988,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140761662,0.1256137,-0.053284205,-0.33297586,0.83126366,0.012848109,0.01008751,-0.5556384,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140861655,-0.45139235,0.22896448,-0.82169455,0.81349796,0.007756804,0.018763268,-0.5812133,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
140965659,-0.34624588,0.6205189,-1.0667394,0.7799325,0.0038078781,0.049424503,-0.62389755,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141066008,0.12120569,0.29392916,-1.3612651,0.73685765,0.004615307,0.06702712,-0.6727012,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141169688,0.42199603,-0.1793773,-1.6527025,0.683073,0.0064357286,0.053772245,-0.72833955,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141273849,0.52163357,-0.5686333,-1.5513793,0.6211457,0.002528195,0.027965361,-0.783192,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141375264,0.42242074,-0.30667093,-1.6053556,0.55184466,-0.0034324361,0.005841922,-0.8339194,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141475333,-0.0055659683,0.03221031,-1.696307,0.4770815,-0.009057509,-0.002812158,-0.87880796,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141575498,-0.12769164,-0.057093818,-1.4832802,0.40372673,-0.015821937,-0.0036534122,-0.9147356,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141675316,-0.29189983,-0.16338137,-1.2401928,0.33685386,-0.023017678,0.0028853405,-0.9412712,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141775215,-0.04185873,-0.0668688,-1.0427648,0.28002912,-0.026124934,0.011789426,-0.9595636,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141879346,-0.05772716,-0.15639232,-0.82727647,0.2321469,-0.030793717,0.016320836,-0.9720562,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
141979364,0.023547078,-0.4900009,-0.58447117,0.19663532,-0.048387416,0.015437188,-0.9791603,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142079334,-0.03511422,-0.6495571,-0.54111475,0.1707659,-0.07788136,0.011384273,-0.9821629,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142183393,0.0592842,-0.5471082,-0.18439966,0.15373753,-0.11009986,0.0045991982,-0.98194796,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142285014,-0.0110909175,-0.53907424,-0.15990265,0.14444421,-0.13816431,-0.0025935443,-0.9798162,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142385009,0.04341986,-0.41904104,0.12815738,0.14153402,-0.15922761,-0.00919268,-0.97700065,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142484935,0.046708178,-0.29118845,0.014384507,0.14266397,-0.17400974,-0.015124854,-0.9742376,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142588896,0.20941529,-0.16220987,0.13938572,0.14734493,-0.18283555,-0.018888019,-0.971856,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142688838,0.01742666,-0.21033548,0.10898913,0.15315966,-0.18906751,-0.020070797,-0.9697385,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142793089,-0.054167867,-0.10120234,0.114698924,0.15997389,-0.19472656,-0.020065863,-0.96751606,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142892895,-0.03992875,-0.06594615,0.13022344,0.16615444,-0.19942048,-0.018846931,-0.9655408,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
142993052,-0.008712847,-0.09059819,0.15333661,0.17143063,-0.20383914,-0.017050415,-0.9637274,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143092958,0.03015113,-0.11591607,0.075959064,0.17559408,-0.20843719,-0.015687548,-0.9620159,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143196865,0.010491109,-0.067761526,0.10495646,0.17905228,-0.21260235,-0.0152190495,-0.96047336,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143298596,-0.02406432,-0.1016444,0.07372628,0.18113708,-0.21659523,-0.014642677,-0.95919836,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143398470,0.016037434,-0.088310674,-0.0044300463,0.18229683,-0.22035612,-0.014792457,-0.9581191,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143502945,-0.003014531,0.0026529427,-0.024664368,0.18288977,-0.22287181,-0.014705119,-0.95742536,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143602459,-0.013619007,0.3436104,0.03990592,0.1839767,-0.21038237,-0.011275913,-0.9600858,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143710538,-0.015997691,0.907324,0.028046908,0.1849562,-0.17981154,-0.004056475,-0.9661484,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143810577,-0.009451426,3.0993261,0.11440573,0.18761022,-0.080023885,0.014803803,-0.9788664,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
143910472,0.18518159,3.5533977,0.05623841,0.18864156,0.09513315,0.04381295,-0.9764449,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144014888,0.118259296,1.7457483,-0.037878845,0.18256398,0.22849515,0.059203655,-0.95443976,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144114577,0.080698125,0.77767646,-0.04813133,0.17525555,0.28721508,0.06335816,-0.93956316,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144219300,-0.10595175,0.44249088,-0.09508721,0.16963567,0.31402296,0.06715324,-0.9317209,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144320080,-0.091126844,0.019939287,-0.069975756,0.16761881,0.3221615,0.07391973,-0.92879057,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144424173,-0.17006773,-0.11166904,0.0077333953,0.16798897,0.31733412,0.07924972,-0.92994535,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144528058,-0.09960851,-0.26602057,-0.019968491,0.1697352,0.30817994,0.08261917,-0.9324105,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144628158,-0.107628666,-0.2715396,0.0093663735,0.172672,0.2978691,0.08473413,-0.9350287,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144728224,-0.11021819,-0.19512874,0.038729418,0.176433,0.28748313,0.08641695,-0.93742037,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144832243,-0.1422012,-0.1814556,0.11002782,0.18131845,0.27685788,0.088067904,-0.9395305,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
144932125,-0.15420291,-0.1594864,0.02944335,0.18648006,0.26796684,0.090685695,-0.94084805,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145036407,-0.1814974,-0.13963223,0.03867378,0.19224338,0.25964585,0.09439451,-0.9416561,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145136240,-0.10963252,-0.16099629,0.07645504,0.19771533,0.25180924,0.098805554,-0.9421986,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145237793,-0.18203114,-0.12038975,0.041336328,0.20287226,0.2450563,0.10378599,-0.94234747,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145337798,-0.19908161,-0.13147128,0.016937273,0.20753294,0.23938398,0.108397126,-0.9422715,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145441670,-0.14950798,-0.21592735,0.08361668,0.21255189,0.23198035,0.11479081,-0.94224733,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145541681,-0.27853882,-0.19125694,0.011187333,0.21762298,0.22359365,0.124112904,-0.94193536,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145645684,-0.2939058,-0.21788484,0.048110574,0.22348385,0.2122059,0.13776465,-0.9412995,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145749800,-0.23502052,-0.9051621,-0.11281307,0.22879595,0.1815787,0.14563511,-0.9452365,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145849701,-0.054579373,-1.3038344,-0.15598606,0.23317696,0.1250876,0.13832098,-0.9543841,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
145949848,0.13825981,-1.6324619,-0.20951246,0.23576964,0.050606884,0.11903786,-0.96316236,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146053690,0.03460248,-1.7159581,-0.3138656,0.23558113,-0.03349824,0.09095081,-0.9670095,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146159375,0.0718264,-1.8426813,-0.2355259,0.23316199,-0.1173975,0.05745092,-0.9636144,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146259392,0.20254803,-1.3806311,-0.20325325,0.2304081,-0.19297895,0.022794383,-0.9534944,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146359342,0.67479193,-1.3378586,-0.025257057,0.22951671,-0.25553668,-0.014699807,-0.9390459,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146463240,0.521555,-0.23838225,-0.023941837,0.23160519,-0.27927193,-0.046918157,-0.9306799,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146567277,0.12746619,0.31067896,-0.108924046,0.23399138,-0.27469736,-0.06502171,-0.93035567,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146667869,0.3969893,0.42247698,-0.03629355,0.23346965,-0.2529546,-0.06568595,-0.93658495,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146771491,-0.50918484,0.4563624,-0.08513163,0.22998634,-0.22601731,-0.059619147,-0.94470537,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146871414,-0.26121932,0.5865225,-0.122880146,0.2240956,-0.20153427,-0.04340154,-0.9525132,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
146975328,-0.36035833,0.8593714,-0.15449871,0.21648094,-0.17166442,-0.011340859,-0.9610092,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
147079283,0.18494774,0.93871105,0.01927206,0.21646088,-0.12496909,0.0006615388,-0.9682598,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
147180804,-0.028109014,0.9543583,0.019247558,0.2184435,-0.073847175,0.0060695224,-0.97303253,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
