timestamp,rollspeed,pitchspeed,yawspeed,q0,q1,q2,q3,delta_q_reset0,delta_q_reset1,delta_q_reset2,delta_q_reset3,quat_reset_counter,basestation,flight_number
60548914,-0.04226136,0.0046550157,-0.025647163,0.70662105,-0.0003730908,0.0061986847,-0.70756495,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
60648937,-0.041866343,0.02811653,-0.0474421,0.706693,-0.00032501438,0.0062400755,-0.70749277,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
60752964,-0.026453193,0.0043832753,0.023432277,0.70658684,-0.00034425317,0.0062288176,-0.70759887,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
60852964,0.0156605,-0.013759007,-0.015715126,0.70660704,-0.0003173737,0.0061770426,-0.70757914,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
60952971,0.022616783,-0.030640999,0.019889757,0.70665294,-0.00035667248,0.0061559053,-0.70753354,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61057001,0.014021,0.0017864874,-0.01091267,0.7066161,-0.00032026076,0.006152186,-0.7075703,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61158547,-0.047803424,0.03117078,0.005424007,0.706693,-0.00031952624,0.006186956,-0.70749325,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61258559,0.017273497,-0.05857653,-0.006407301,0.7065893,-0.00035008564,0.006088039,-0.7075977,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61358584,-0.009230524,-0.03673162,0.0092817005,0.7066534,-0.00032961933,0.0060804575,-0.7075337,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61462495,-0.031147426,-0.0044550486,0.011821159,0.7065994,-0.0003272009,0.0062051187,-0.7075866,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61562548,-0.025754528,0.038751505,-0.00865535,0.70665014,-0.000275882,0.006169093,-0.7075363,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61666439,-0.0061304714,-0.0013303313,4.1029416e-05,0.7066005,-0.00027010907,0.0061249193,-0.70758617,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61766613,0.007817073,0.0012844552,0.0015608391,0.70659256,-0.00023736255,0.0061043035,-0.7075944,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61866539,0.018597735,0.03922396,-0.01633378,0.70654947,-0.00016906815,0.006159627,-0.7076369,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61970609,0.012612105,0.0555824,-0.0067007756,0.70655924,-0.00015298066,0.006227451,-0.70762646,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62070514,0.02218963,0.042971298,-0.007829314,0.70657426,-0.00017568223,0.0061423634,-0.70761234,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62172192,0.036905084,0.050396793,0.005547515,0.70661163,-0.00019490154,0.006214971,-0.70757437,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62272126,0.024088599,0.030851886,0.028617617,0.706613,-0.00020180499,0.006136091,-0.70757365,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62376076,-0.009664318,-0.035513774,-0.01969009,0.7065537,-0.00029100056,0.0061820457,-0.70763236,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62476066,-0.058027904,-0.06648022,-0.017377522,0.7065473,-0.0003637292,0.0061742817,-0.7076388,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62580168,0.03748106,0.021053184,0.004939033,0.70655656,-0.00022116274,0.006184613,-0.70762956,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62680189,0.0025725642,0.014235998,0.0054082368,0.7065487,-0.0002835538,0.0061770068,-0.7076374,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62780106,0.024369374,0.040205523,-0.009831513,0.7065151,-0.00020520657,0.0061250227,-0.70767146,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62884178,-0.013722748,-0.029372508,-0.008117314,0.7065368,-0.0003586267,0.0061634365,-0.7076494,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62984151,-0.023991933,-0.02071741,-0.012263749,0.7065246,-0.00034736856,0.006165141,-0.7076616,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63084038,0.03681334,-0.011262985,0.00071323547,0.70652276,-0.00034442116,0.0061887596,-0.7076632,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63188874,0.010378525,0.013608001,-0.009737119,0.7065205,-0.00028872874,0.0061623505,-0.7076657,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63288863,0.028580759,0.0026714727,-0.009337564,0.7065111,-0.00027953082,0.0061491253,-0.7076753,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63389017,0.004330554,0.030417254,-0.006970562,0.7065057,-0.00027310775,0.006140497,-0.7076807,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63492987,-0.0138207,-0.011180634,0.00809226,0.70654786,-0.00025444798,0.0061536706,-0.70763844,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63592903,-0.043388143,-0.010283713,0.0065875403,0.7065496,-0.0003299765,0.006151032,-0.7076367,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63692855,-0.0108903125,0.040795375,0.0015087111,0.7065806,-0.00025064978,0.00618131,-0.70760566,0.7763479,0.0057239314,0.0061299475,-0.63024884,1,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
