timestamp,gyro_rad0,gyro_rad1,gyro_rad2,gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s20,accelerometer_m_s21,accelerometer_m_s22,accelerometer_integral_dt,basestation,flight_number
65727583,-0.0012424446,0.037253715,0.013035916,3999,0,0.1237719,0.10677041,-9.734679,3999,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65827602,-0.07235044,0.10216299,-0.010494468,4018,0,0.5047234,-0.89917505,-6.5439043,4018,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65931584,0.07651546,-0.2217431,0.03443195,4000,0,0.2559234,1.2918591,-10.130957,4000,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66031596,-0.0035227865,0.0005197499,-0.053879432,4006,0,-0.7121191,0.993637,-12.579628,4006,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66135584,0.029660916,-0.11199886,-0.036383305,4000,0,0.7428767,0.51489747,-11.078469,4000,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66235584,-0.18871057,-0.018453652,-0.027216142,3995,0,-0.7277398,0.061979324,-13.314843,3995,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66335583,-0.08334386,-0.015219027,-0.05818123,3999,0,-0.49502382,0.41471177,-12.382862,3999,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66439584,-0.08619484,0.025076596,-0.037812155,4000,0,0.12289776,0.1607083,-11.737178,4000,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66541208,0.018297644,-0.039165225,-0.07572005,4018,0,0.1542653,0.81471455,-9.7487545,4018,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66645198,-0.100118764,0.020523153,-0.016856698,4015,0,-0.082906194,-0.20231697,-11.586987,4015,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66745189,0.16738777,0.06574575,0.013890735,4006,0,-0.096917726,0.40709963,-9.307725,4006,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66849188,-0.027856907,0.05325606,0.039685432,3997,0,-0.3976007,-0.61579305,-10.283885,3997,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66949187,-0.12583993,0.030401912,0.026506418,3984,0,-0.5585675,0.48802003,-11.033856,3984,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
