timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,basestation,flight_number
323439492,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
324444245,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
325462538,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
326463491,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
327471832,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
328489654,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
329506844,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
330516532,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
331534498,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
332537479,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
333539486,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
334546493,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
335559348,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
336575489,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
337584663,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
338592610,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
339594500,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
340596051,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
341614709,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
342629645,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
343645479,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
344651522,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
345672797,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
346688768,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
347709561,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
348712534,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
350718480,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
351719458,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
352730480,125.0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
