timestamp,roll,pitch,yaw,thrust,basestation,flight_number
72654992,0.10723944,0.031234074,0.026024925,0.64336497,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72755011,0.116894394,0.031095875,0.027262412,0.64449227,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72859009,0.11785675,0.040397473,0.02799916,0.64343387,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72959002,0.12231931,0.044565845,0.027954724,0.643896,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73058950,0.12362306,0.038151678,0.027819736,0.6457362,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73162983,0.11440778,0.05781945,0.027564667,0.64553815,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73263043,0.10933688,0.059569437,0.026745226,0.6432406,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73367019,0.089960165,0.057444476,0.026129792,0.6419865,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73471809,0.105021276,0.064885035,0.024201714,0.63945615,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73572000,0.11204578,0.06818186,0.021943912,0.63795847,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73671766,0.09734995,0.067400664,0.019346466,0.6391877,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73775831,0.10109407,0.06401468,0.017923798,0.6399327,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73879776,0.07395577,0.06972727,0.015927512,0.64277583,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73979779,0.06360432,0.07258286,0.014056826,0.6418729,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74083790,0.06154184,0.07109385,0.01248539,0.6426794,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74183783,0.06768531,0.07701311,0.012103273,0.6434107,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74283818,0.07570186,0.08659133,0.012290495,0.64326125,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74387823,0.08404722,0.07987533,0.0132872695,0.64125717,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74487805,0.09595617,0.0877366,0.014500299,0.64107746,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74591776,0.12838101,0.088531144,0.013961965,0.6417554,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74695792,0.11827081,0.107763775,0.013974115,0.64459026,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74795769,0.12298027,0.11547968,0.014347153,0.6044149,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74897394,0.14304487,0.11347983,0.011908398,0.57741815,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75001372,0.13872135,0.08922992,0.008985804,0.56082654,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75105345,0.11829744,0.07862547,0.0061609903,0.5546574,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75205396,0.13017432,0.077497356,0.0021527081,0.5519344,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75309468,0.18888023,0.07813006,-0.00015743205,0.5543877,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75409467,0.13624206,0.0850076,0.0018542511,0.5576623,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75509411,0.108739085,0.07268068,0.0039338013,0.56162083,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75613467,0.16141458,0.068968914,0.007056461,0.57035476,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75713408,0.117216825,0.08788497,0.011233503,0.5788047,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75815015,0.1308917,0.08773524,0.012100948,0.585199,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75915027,0.12520203,0.10027367,0.012406745,0.5912017,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76018954,0.12027677,0.10499274,0.009347824,0.5947862,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76119003,0.118910655,0.09812443,0.0033673912,0.5983731,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76223036,0.105395325,0.1037714,-0.0019752611,0.6012572,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76322974,0.86319697,0.5346376,-0.03667236,0.6857675,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76422970,0.33826846,0.2341815,-0.026882218,0.81478035,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76526984,-0.006156708,0.035679188,-0.017123083,0.86058027,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76627003,-0.11032783,-0.033483624,-0.007309035,0.76455665,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76727043,-0.10127591,-0.07111281,-0.00047573622,0.7160262,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76828601,-0.07496947,-0.09158617,0.0038352902,0.6886133,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76932542,-0.05137477,-0.0991341,0.007357675,0.6690996,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77032654,-0.03854235,-0.07481714,0.009317874,0.6608891,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77136622,-0.006420037,-0.045892533,0.01181666,0.6540568,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77236571,0.028306779,-0.0144858025,0.01588231,0.6507231,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77336661,0.065405495,0.025169399,0.023046909,0.6479626,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77440629,0.12140329,0.08365451,0.03170135,0.64616346,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77540570,0.14620599,0.1315041,0.038026895,0.64589214,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77640625,0.16423067,0.15909955,0.042440433,0.6455817,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77744706,0.19207186,0.17471695,0.04536341,0.6452511,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77845532,0.23280695,0.18662885,0.046251077,0.6440996,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77945401,0.26848823,0.19221604,0.046441257,0.64317846,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78049404,0.27882296,0.19662637,0.04614656,0.6452853,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78149454,0.2788729,0.19641311,0.045984235,0.6458926,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78249461,0.28350845,0.18973555,0.043315157,0.64629596,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78353419,0.28304958,0.17313267,0.038930763,0.6464736,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78453395,0.28549054,0.16583188,0.033093493,0.64702064,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78557440,0.2680409,0.1578781,0.02632625,0.6460652,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78661409,0.26574042,0.13844056,0.01939956,0.6461479,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78761402,0.23779504,0.11675865,0.013187178,0.64732236,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78865390,0.20981203,0.11545857,0.008439992,0.6491902,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
78965370,0.2015229,0.10685098,0.006097054,0.6494207,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79065383,0.19875942,0.10758657,0.0020624953,0.6492337,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79166966,0.20104109,0.118225254,0.00027723252,0.6485965,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79271050,0.20301117,0.12151032,-0.00232773,0.6489183,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79374951,0.20836282,0.10014025,-0.0049186177,0.6462584,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79475010,0.22065106,0.10017638,-0.008433902,0.64659715,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79578966,0.24178492,0.0900047,-0.011154612,0.64449304,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79678969,0.24931702,0.08155486,-0.013796085,0.64547557,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79778990,0.24751535,0.08251823,-0.012498671,0.64631677,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79882960,0.21884501,0.074969776,-0.009033842,0.64585614,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
79982938,0.20390116,0.08790493,-0.002756054,0.6476581,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80087034,0.20493445,0.10748877,0.004669213,0.6460861,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80188611,0.20325364,0.122952946,0.013013098,0.64468783,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80292553,0.19606255,0.1362407,0.019284751,0.64730054,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80392579,0.20243213,0.14447075,0.024967853,0.64696217,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80492666,0.20617186,0.15680116,0.029342577,0.6466026,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80596633,0.21476029,0.14107004,0.03252558,0.64557374,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80696576,0.2169803,0.14386055,0.03349165,0.6460577,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80800604,0.22808838,0.14771062,0.034126878,0.64731294,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
80904544,0.22174382,0.14828093,0.034821622,0.64909256,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81004568,0.23327547,0.15194616,0.03340251,0.64852554,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81108642,0.24524562,0.14146496,0.030704236,0.6456852,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81210271,0.26255423,0.13468637,0.02521949,0.6448674,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81314144,0.27621713,0.14004056,0.018667579,0.646013,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81414197,0.27723816,0.13052583,0.0130188735,0.646582,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81518198,0.26328605,0.1290566,0.009269375,0.6511504,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81618163,0.2507189,0.13864447,0.0077827177,0.65204555,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81718173,0.24308752,0.14967988,0.0071355193,0.6514086,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81822182,0.23128779,0.13974462,0.0072739506,0.65182185,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
81922177,0.21274328,0.15251985,0.007885006,0.6514216,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82022228,0.19426942,0.19821958,0.0076080253,0.6509051,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82126992,0.17066519,0.21239555,0.008675549,0.6504016,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82227051,0.16334978,0.22197832,0.011898008,0.6521431,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82326980,0.16388643,0.2277798,0.015697492,0.65129423,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82430998,0.17150232,0.2387696,0.018824343,0.64777064,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82530991,0.1733156,0.2403933,0.023474518,0.6478033,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82634990,0.15448156,0.26600975,0.0275483,0.64831537,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82738981,0.1758574,0.23840214,0.029277995,0.6468308,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82842936,0.15278895,0.23277526,0.033148516,0.6498088,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
82943025,0.1525191,0.20942123,0.032297175,0.64960164,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83047048,0.16168472,0.18795766,0.030379806,0.6486169,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83147019,0.16049288,0.19342254,0.030083826,0.6492737,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83251031,0.16203912,0.19297035,0.03120487,0.6500559,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83355159,0.17161271,0.19599621,0.029091759,0.6481786,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83456646,0.17373547,0.20565532,0.02572742,0.64816505,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83556576,0.18327655,0.2145462,0.019320527,0.64674366,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83656574,0.17378077,0.20904921,0.012479271,0.6466287,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83760638,0.17327183,0.18574807,0.005110925,0.645834,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83860620,0.16790543,0.17646591,0.0021603089,0.6468341,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
83964665,0.17724788,0.18867959,0.002282792,0.65008324,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84064663,0.17601301,0.18443154,0.0047635594,0.65194964,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84164657,0.18954626,0.18507469,0.0077495463,0.6526517,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84268616,0.20059575,0.18869533,0.012134317,0.6513854,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84368557,0.21537001,0.18914129,0.016344227,0.65172136,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84470170,0.1983243,0.19007418,0.019732596,0.65148854,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84570164,0.19199277,0.19441135,0.02297813,0.6508774,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84674149,0.21243931,0.2067479,0.025140576,0.64950913,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84774192,0.18652326,0.21857552,0.026428377,0.64889777,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84878226,0.17658736,0.22338432,0.027095556,0.64676744,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
84982207,0.17154326,0.22544014,0.024006201,0.64898413,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
85082169,0.16590619,0.21886407,0.02049987,0.6507493,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
