timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d0,q_d1,q_d2,q_d3,thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps,basestation,flight_number
60970290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61073912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61171380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61269569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61369706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61469553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61571123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61669585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61771450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61869801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62069646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62169526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62270483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62369931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62470561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62569831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62670492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62770291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62870472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62973045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63070459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63170305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63269737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63370318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63469797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63571001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63669561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63770346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63970371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64071482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64170333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64269534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64372008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64471217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64572634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64669550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64772152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64871234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64973521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65071180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65169608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65271063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65372036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65470466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65570555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65672809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65800834,-0.006442727,-0.006768715,-1.572272,0.0,0.70656943,-0.004671,-0.000111808025,-0.7076283,0.5465003,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65902133,0.003405964,-0.0063385824,-1.572272,0.0,0.70658416,-0.0010393781,-0.0034444379,-0.7076199,0.62565464,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66000747,-0.015353707,-0.006561601,-1.572272,0.0,0.70654243,-0.007745781,0.0031141844,-0.7076215,0.6876338,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66104770,-0.018494068,-0.0044722613,-1.572272,0.0,0.70653826,-0.008115986,0.0049634064,-0.7076109,0.71598655,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66205528,-0.02190735,-0.007546729,-1.572272,0.0,0.7065082,-0.010409465,0.005084885,-0.70761,0.7391032,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66304814,-0.025112372,-0.005205622,-1.572272,0.0,0.7065037,-0.0107134245,0.007045891,-0.70759314,0.72023016,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66408930,-0.030538121,-0.009468109,-1.572272,0.0,0.7064434,-0.014137896,0.00745967,-0.707589,0.6847276,-1.0,1,0,0,0,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
