timestamp,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy0,delta_xy1,delta_z,vx,vy,vz,z_deriv,delta_vxy0,delta_vxy1,delta_vz,ax,ay,az,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,evh,evv,vxy_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid,limit_hagl,basestation,flight_number
61358584,13347301,29.3754284,-89.5490994,-0.77940804,0.65881205,0.6202002,0.002658458,0.0024949773,0.0,0.013122102,0.010921601,0.0225507,0.04508714,-0.025008326,-0.022564378,0.061152168,-0.14893173,0.20939769,-0.21879736,-1.5720781,3.5881357,0.11780274,-0.0225507,0.19538766,0.14654966,0.11977418,0.05312574,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61458486,13347301,29.3754284,-89.5490994,-0.77969277,0.66088116,0.63200635,0.002658458,0.0024949773,0.0,0.012967093,0.011780528,0.025968641,0.055161625,-0.025008326,-0.022564378,0.061152168,0.111393645,0.18919997,0.33976313,-1.5722888,3.5881357,0.11873484,-0.025968641,0.195026,0.14641543,0.11959319,0.05311144,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61558456,13347301,29.3754284,-89.5490994,-0.7802953,0.6633292,0.6443449,0.002658458,0.0024949773,0.0,0.013788895,0.012015147,0.028188262,0.06329656,-0.025008326,-0.022564378,0.061152168,0.092472136,-0.04357951,-0.023886623,-1.5720592,3.5881357,0.11611557,-0.028188262,0.1953476,0.14640005,0.1197319,0.053106673,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61662468,13347301,29.3754284,-89.5490994,-0.7808829,0.6658351,0.6581965,0.002658458,0.0024949773,0.0,0.012167965,0.013491706,0.030204255,0.07168251,-0.025008326,-0.022564378,0.061152168,-0.3602854,0.19391952,-0.35716793,-1.5722337,3.5881357,0.118887186,-0.030204255,0.1957031,0.14638169,0.119889416,0.05310115,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61762570,13347301,29.3754284,-89.5490994,-0.78134143,0.6684843,0.67067707,0.002658458,0.0024949773,0.0,0.01281416,0.013730023,0.031790525,0.077831775,-0.025008326,-0.022564378,0.061152168,-0.26815253,-0.050103866,-0.12707995,-1.5722616,3.5881357,0.11373091,-0.031790525,0.19531125,0.1466357,0.1196963,0.053118788,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61862530,13347301,29.3754284,-89.5490994,-0.78209764,0.67121136,0.68395156,0.002658458,0.0024949773,0.0,0.011919531,0.016017243,0.033497576,0.08384662,-0.025008326,-0.022564378,0.061152168,-0.049443446,0.22178079,-0.1239102,-1.5723116,3.5881357,0.11276859,-0.033497576,0.19566625,0.14661475,0.11985493,0.053112768,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
61966708,13347301,29.3754284,-89.5490994,-0.7828771,0.673829,0.6967187,0.002658458,0.0024949773,0.0,0.012868755,0.016415963,0.03458755,0.08795472,-0.025008326,-0.022564378,0.061152168,0.08882596,0.020872267,-0.2363604,-1.5723238,3.5881357,0.10952735,-0.03458755,0.195935,0.14659235,0.11996017,0.053106267,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62066548,13347301,29.3754284,-89.5490994,-0.78362256,0.67609483,0.7074509,0.002658458,0.0024949773,0.0,0.0122150555,0.01566827,0.036879804,0.09144802,-0.025008326,-0.022564378,0.061152168,0.13255344,0.18828028,-0.24458092,-1.5722795,3.5881357,0.10506588,-0.036879804,0.19558059,0.14645003,0.11979135,0.053089872,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62168317,13347301,29.3754284,-89.5490994,-0.7845765,0.6783465,0.7193566,0.002658458,0.0024949773,0.0,0.01140142,0.015571558,0.037727114,0.093950525,-0.025008326,-0.022564378,0.061152168,0.06838765,0.058650464,-0.106007054,-1.572224,3.5881357,0.10910165,-0.037727114,0.19591253,0.14682005,0.11994362,0.053117473,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62272126,13347301,29.3754284,-89.5490994,-0.78560823,0.680646,0.7314122,0.002658458,0.0024949773,0.0,0.011394469,0.016880874,0.04279591,0.10024157,-0.025008326,-0.022564378,0.061152168,0.1371738,0.18511392,0.42468393,-1.5721924,3.5881357,0.10176593,-0.04279591,0.19633342,0.14679343,0.1201583,0.053110298,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62376076,13347301,29.3754284,-89.5490994,-0.78605485,0.6831188,0.740904,0.002658458,0.0024949773,0.0,0.011262496,0.017132027,0.041723885,0.097556114,-0.025008326,-0.022564378,0.061152168,0.066583484,0.026331384,-0.31357783,-1.5723599,3.5881357,0.1,-0.041723885,0.1968615,0.14680618,0.120421335,0.053131185,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62476066,13347301,29.3754284,-89.5490994,-0.78665376,0.6853576,0.7485364,0.002658458,0.0024949773,0.0,0.010795427,0.016734537,0.042691648,0.09592965,-0.025008326,-0.022564378,0.061152168,0.124528825,-0.28649676,-0.18432343,-1.5723779,3.5881357,0.1,-0.042691648,0.19648917,0.14665826,0.12024138,0.053110894,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62580168,13347301,29.3754284,-89.5490994,-0.7871091,0.68771386,0.7563749,0.002658458,0.0024949773,0.0,0.010686742,0.017841017,0.043147698,0.093674876,-0.025008326,-0.022564378,0.061152168,0.17552096,0.03513822,0.08565833,-1.5723519,3.5881357,0.1,-0.043147698,0.19686608,0.14662866,0.120419905,0.05310053,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62680189,13347301,29.3754284,-89.5490994,-0.78781295,0.689949,0.76235837,0.002658458,0.0024949773,0.0,0.008909202,0.01819771,0.043245543,0.089743316,-0.025008326,-0.022564378,0.061152168,0.013281472,0.14015056,0.02929934,-1.5723741,3.5881357,0.1,-0.043245543,0.19721432,0.14660248,0.12057102,0.053092226,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62780106,13347301,29.3754284,-89.5490994,-0.7887721,0.6922006,0.768468,0.002658458,0.0024949773,0.0,0.008553961,0.018718854,0.043521762,0.08701784,-0.025008326,-0.022564378,0.061152168,-0.304028,-0.010588384,0.073952205,-1.5724692,3.5881357,0.1,-0.043521762,0.19687083,0.14685069,0.120417364,0.053108163,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62884178,13347301,29.3754284,-89.5490994,-0.789773,0.6946742,0.7751717,0.002658458,0.0024949773,0.0,0.008630476,0.018793106,0.043748327,0.0846325,-0.025008326,-0.022564378,0.061152168,0.03150227,-0.023293499,0.20738125,-1.5724076,3.5881357,0.1,-0.043748327,0.19727692,0.14682284,0.12061427,0.05310012,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
62984151,13347301,29.3754284,-89.5490994,-0.7906943,0.69684905,0.77990776,0.002658458,0.0024949773,0.0,0.007974634,0.019482436,0.04251061,0.079403624,-0.025008326,-0.022564378,0.061152168,-0.03926524,-0.038662527,0.086219266,-1.5724422,3.5881357,0.1,-0.04251061,0.19759458,0.14679423,0.12074475,0.05309264,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63084038,13347301,29.3754284,-89.5490994,-0.7913074,0.6992761,0.7833851,0.002658458,0.0024949773,0.0,0.008280343,0.019389955,0.040911086,0.073441185,-0.025008326,-0.022564378,0.061152168,0.120626666,-0.006120806,0.12720557,-1.5724473,3.5881357,0.1,-0.040911086,0.19721818,0.14703864,0.12056455,0.053108178,0.0,1,1,1,1,2,0,2,2,1,1,1,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
