timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning,basestation,flight_number
67663636,29.37542188223626,-89.5490913893573,4.2699304,-0.0,0.015996087,-0.015244574,-1.4001611,-1.5942225,0.558457,1.0728213,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67763451,29.37542187886888,-89.54909140520238,4.429673,-0.0,-0.0020667687,-0.019456515,-1.4021147,-1.5943002,0.558345,1.0728538,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67867261,29.3754218503356,-89.54909142633079,4.596688,-0.0,-0.024890725,-0.0190349,-1.4022272,-1.5940863,0.55847627,1.0728482,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67967304,29.37542180569333,-89.5490914491496,4.755753,-0.0,-0.040219475,-0.020198187,-1.4007398,-1.5937128,0.5585704,1.0728425,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68071404,29.375421745391268,-89.54909147748916,4.9192104,-0.0,-0.05701732,-0.015423969,-1.4020756,-1.5943997,0.55869347,1.0728363,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68175311,29.37542167626013,-89.5490915083403,5.0797153,-0.0,-0.062229637,-0.015171425,-1.4062047,-1.594651,0.55880135,1.0728844,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68275382,29.3754216060151,-89.54909154161071,5.236584,-0.0,-0.06967561,-0.014001168,-1.4050399,-1.5949991,0.5586566,1.0728613,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68379254,29.37542153507484,-89.54909157682125,5.396194,-0.0,-0.06973534,-0.013552102,-1.4058887,-1.595316,0.5587575,1.0728543,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68480870,29.37542146745961,-89.54909160753091,5.548985,-0.0,-0.068521164,-0.012692232,-1.4075319,-1.5960937,0.5588685,1.0728474,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68584938,29.37542140388449,-89.54909164179786,5.701523,-0.0,-0.06363865,-0.012099184,-1.4056711,-1.596381,0.55898625,1.0728952,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68684939,29.375421346951427,-89.54909167433874,5.849242,-0.0,-0.0548249,-0.010514294,-1.4045371,-1.5960628,0.55888444,1.072877,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68789382,29.37542129788738,-89.54909171060854,6.004298,-0.0,-0.047415413,-0.011979709,-1.4003628,-1.5959716,0.5589748,1.0728698,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68888856,29.375421259500136,-89.54909175561745,6.1551547,-0.0,-0.03930427,-0.013702723,-1.400292,-1.5957422,0.55907583,1.0728625,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68989063,29.37542122539476,-89.54909179637951,6.308277,-0.0,-0.028910732,-0.012462232,-1.403804,-1.5955323,0.5589066,1.0728395,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69093026,29.37542120501997,-89.54909183843644,6.4705286,-0.0,-0.02250883,-0.011259935,-1.4047647,-1.5955971,0.55900836,1.0728333,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69192890,29.375421186628,-89.54909187418521,6.6289363,-0.0,-0.016883852,-0.010199804,-1.4059823,-1.5956264,0.55602324,1.0728278,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69293036,29.375421172250945,-89.54909190247494,6.7841454,-0.0,-0.011071049,-0.007979966,-1.4070364,-1.5949689,0.5589857,1.0728059,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69396981,29.37542116517042,-89.54909192918565,6.942483,-0.0,-0.008619102,-0.0038799841,-1.4033282,-1.5941125,0.5559864,1.0728548,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69498478,29.375421155335207,-89.54909194503995,7.0988693,-0.0,-0.0068409373,-0.0019952077,-1.40312,-1.5936092,0.55609167,1.072849,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69602480,29.37542114888829,-89.54909195888524,7.2562714,-0.0,-0.007070933,0.004504546,-1.4053078,-1.5929286,0.5561887,1.0728432,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69702570,29.37542113616115,-89.54909196706215,7.4009404,-0.0,-0.009399733,0.008079948,-1.4040619,-1.5917866,0.5592183,1.0728272,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69806668,29.375421120096107,-89.54909196386286,7.547351,-0.0,-0.009150555,0.015813485,-1.4065799,-1.5906073,0.5561825,1.072822,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69906958,29.37542110443737,-89.5490919545892,7.6926165,-0.0,-0.011727375,0.02053067,-1.4052025,-1.5900152,0.559421,1.072817,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70010639,29.37542107870705,-89.54909193084218,7.8446727,-0.0,-0.015279871,0.028359577,-1.4093732,-1.5894778,0.5563565,1.0728117,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70114505,29.3754210465716,-89.54909189194765,7.997548,-0.0,-0.020983834,0.034080938,-1.4110442,-1.5888594,0.5564719,1.0728065,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70214565,29.375421013546337,-89.5490918440624,8.143082,-0.0,-0.025514571,0.041261688,-1.4101931,-1.5873964,0.55633914,1.0728395,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70318424,29.37542097582591,-89.54909178841362,8.295422,-0.0,-0.027191857,0.045551706,-1.4156343,-1.5867405,0.5564758,1.0728341,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70418453,29.37542093843944,-89.54909173482245,8.443716,-0.0,-0.029441655,0.047891337,-1.421355,-1.5863677,0.5566033,1.0728285,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70520009,29.37542089645484,-89.54909168411501,8.596177,-0.0,-0.031401236,0.047316566,-1.4337424,-1.585827,0.556482,1.0728611,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70620297,29.37542085457959,-89.54909163860538,8.749728,-0.0,-0.030283207,0.043628093,-1.4468966,-1.5853242,0.55659217,1.0728555,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70724179,29.37542081224067,-89.54909159594933,8.912621,-0.0,-0.028818758,0.04066472,-1.4657599,-1.5850595,0.5567585,1.0728555,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70828160,29.37542077520905,-89.54909155954361,9.082161,-0.0,-0.023615036,0.033822082,-1.4873947,-1.5853436,0.55688953,1.0728499,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70928199,29.375420744681183,-89.54909153136644,9.2471695,-0.0,-0.016419183,0.027955256,-1.5044322,-1.5860507,0.556747,1.0728276,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71032197,29.37542072352432,-89.54909150241853,9.419729,-0.0,-0.009387429,0.020177435,-1.5213848,-1.5868988,0.5568614,1.0728221,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71132100,29.37542071079236,-89.54909147885728,9.584901,-0.0,0.000119578195,0.015425782,-1.5366975,-1.5875559,0.55696535,1.0728163,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71232035,29.375420703791708,-89.54909145617997,9.750818,-0.0,0.008981481,0.010575315,-1.553615,-1.5878443,0.5568577,1.0728486,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71336157,29.37542070473353,-89.5490914383062,9.922297,-0.0,0.014753577,0.0009845067,-1.5686053,-1.5880593,0.55698407,1.0728425,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71436180,29.37542071036031,-89.54909142892488,10.086817,-0.0,0.023592094,-0.004325403,-1.5820656,-1.5881282,0.55710155,1.0728363,0.0,2,0,0,0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
