timestamp,timestamp_sample,control0,control1,control2,control3,control4,control5,control6,control7,basestation,flight_number
63188619,63188383,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63288625,63288390,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63388580,63388383,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63492602,63492383,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63592622,63592384,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63696594,63696385,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63800674,63800384,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
63900585,63900391,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64000580,64000384,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64104677,64104388,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64204747,64204384,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64308634,64308384,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64408605,64408402,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64510161,64509984,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64610171,64609998,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64714194,64713996,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64814175,64813983,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
64918230,64917984,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65018219,65017983,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65118205,65117983,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65222243,65221997,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65322201,65321984,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65422207,65421984,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65523782,65523591,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65627794,65627590,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65727781,65727583,0.00886464,-0.013125204,-0.0018041548,0.50685704,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65827809,65827602,0.020999612,-0.008904388,0.0024180496,0.57309955,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
65931783,65931584,0.030656252,0.01619858,-0.0032188746,0.6510105,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66031792,66031596,0.009257796,0.008083375,0.012585246,0.69699514,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66135879,66135584,0.0012615528,0.009598758,0.014672529,0.721814,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66235790,66235584,0.020353973,0.0055415137,0.015488083,0.7448321,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66335803,66335583,0.006345289,0.013239692,0.024315288,0.7084612,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66439808,66439584,0.0025604456,-0.0035606357,0.02280135,0.6808596,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66541405,66541208,0.011096887,0.015053432,0.028719688,0.6651293,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66645395,66645198,0.019741809,0.005179179,0.026538873,0.6596889,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66745396,66745189,-0.02932312,-0.0091389585,0.020196628,0.64906025,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66849437,66849188,0.0023908468,-0.00907418,0.022665774,0.64297765,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
66949447,66949187,0.019316798,-0.012929135,0.019561151,0.64335227,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67049566,67049191,-0.014142017,0.01723878,0.029904965,0.6413824,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67153438,67153206,-0.014957759,0.007213776,0.015696235,0.6374422,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67253423,67253188,-0.0062628766,0.009004412,0.017095663,0.63351387,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67357397,67357183,0.0012352875,0.0068926737,0.025931122,0.63131595,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67462238,67461983,0.010698281,0.008461556,0.03167903,0.6316917,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67563025,67562784,0.011164287,0.008032096,0.027111758,0.6308947,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67663213,67662784,0.009189125,0.0024809702,0.029453686,0.63131654,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67766999,67766799,-0.0013684855,0.0077296025,0.024989482,0.6305171,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67870997,67870783,0.015984857,0.0020062674,0.025468096,0.630685,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
67971065,67970784,0.009358393,0.01247641,0.03489118,0.631454,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68075073,68074800,0.012793091,-0.0052762157,0.030656174,0.6307289,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68175061,68174816,0.013577396,0.00535792,0.027585894,0.6312795,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68275034,68274783,0.0045730295,0.0089034075,0.027932346,0.63109815,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68378988,68378784,0.0019477275,0.0055240155,0.02910195,0.63062644,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68480592,68480384,0.008093645,0.0070565646,0.036794744,0.6315814,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68584675,68584383,0.014826333,-0.004410336,0.03927488,0.6314624,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68684651,68684390,0.010410057,0.0050997185,0.029458873,0.6318637,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68788626,68788384,0.010238066,0.00393203,0.024129445,0.63156664,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68888601,68888383,0.015966343,-0.003474678,0.0322862,0.6322547,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
68988818,68988384,0.017754782,-0.0066030836,0.023503885,0.63149095,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69092646,69092398,0.010622745,0.0057584057,0.023452137,0.63079184,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69192616,69192404,0.008230668,0.002126818,0.03100371,0.6307064,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69296608,69296384,0.0027536277,0.009703622,0.035207942,0.631909,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69400600,69400383,0.018425817,0.011307174,0.036325306,0.6337512,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69502239,69502027,0.017393753,0.017949907,0.027984284,0.63396746,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69602231,69601984,0.004050471,0.010462416,0.03645824,0.6336869,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69702201,69701984,0.005790376,0.008730445,0.025516983,0.6332336,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69806201,69805990,0.025904723,0.016428031,0.024568435,0.6350736,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
69906469,69906030,0.022978043,0.008126899,0.034312017,0.63421196,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70010234,70009983,0.01998423,0.0101706,0.035535775,0.6333855,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70114261,70113984,0.014799168,-0.0018649669,0.038670342,0.6331546,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70214218,70213983,0.017440766,0.011403559,0.02679623,0.63458174,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70318167,70317983,0.020382166,0.0074015334,0.024946386,0.6370912,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70418181,70417984,0.017455718,0.013296022,0.035737656,0.638263,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70519780,70519583,0.020408183,0.017450694,0.022278234,0.63894457,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70619792,70619596,0.024794936,0.007067703,0.036136314,0.638327,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70723758,70723584,0.01173421,0.008057741,0.032331936,0.6384814,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70827801,70827603,0.017255535,0.006336025,0.030998185,0.63818574,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
70927855,70927584,0.016597033,0.0086135585,0.031678587,0.63852286,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71031820,71031584,0.021186665,-0.0020672884,0.033927497,0.6377472,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71131799,71131593,0.021062108,-0.0020389734,0.039321788,0.63915676,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71231778,71231594,0.012286936,0.0027528272,0.034713004,0.6387661,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71335781,71335583,0.023505932,-0.0022574957,0.03393882,0.63901734,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71435789,71435584,0.020941358,-0.0011263788,0.036567256,0.6405966,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71537386,71537192,0.015679922,0.0029334398,0.033479188,0.640586,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71641393,71641191,0.015763167,-0.0023990048,0.036187947,0.6416136,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71741423,71741193,0.011940192,0.0011554421,0.022814065,0.6421934,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71841479,71841192,0.00854804,0.0009974285,0.03405728,0.64284337,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
71945452,71945212,0.020232573,0.011402498,0.031006586,0.64547557,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72045516,72045186,0.01922686,0.012699849,0.026388166,0.6450084,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72145403,72145190,0.008157396,0.009969607,0.023031812,0.6452798,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72249356,72249184,0.012221335,0.0053717,0.025251864,0.6455078,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72349384,72349188,0.008162277,0.009808054,0.03424121,0.6454261,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72453398,72453192,0.018678792,-0.004716482,0.029922407,0.64497495,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72555017,72554799,0.013265273,7.598434e-05,0.03638443,0.64344764,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72655055,72654783,0.021514447,0.006528429,0.02980815,0.64336497,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72755029,72754783,0.024016527,0.005177782,0.03716179,0.64449227,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72859026,72858790,0.005502063,-0.0011948277,0.030598722,0.64343387,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
72959019,72958784,0.017381193,0.003083923,0.030769851,0.643896,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73058968,73058791,0.02176297,-0.003163345,0.028284192,0.6457362,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73163001,73162799,0.0076492755,0.018962169,0.027990773,0.64553815,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73263061,73262783,0.018643023,0.013776533,0.03672311,0.6432406,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73367040,73366794,0.012905007,0.0082498975,0.041518938,0.6419865,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73471830,73471583,0.020325543,0.0063901884,0.03203812,0.63945615,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73572018,73571583,0.017153868,0.0018572003,0.022152016,0.63795847,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73671784,73671584,0.014636615,0.006542609,0.03387548,0.6391877,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73775855,73775623,0.015033175,0.0009359275,0.03587138,0.6399327,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73879794,73879583,0.006589603,0.01503507,0.03588429,0.64277583,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
73979796,73979584,0.0057032704,0.021437163,0.027831884,0.6418729,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74083808,74083584,0.019200535,0.012089237,0.030098597,0.6426794,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74183801,74183586,0.009778659,0.013004593,0.031619444,0.6434107,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74283865,74283584,0.01654752,0.017856015,0.03395051,0.64326125,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74387841,74387638,0.023129623,0.0043627834,0.03255497,0.64125717,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74487823,74487583,0.006451372,0.00967874,0.028547648,0.64107746,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74591794,74591584,0.018701263,0.007797953,0.034929805,0.6417554,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74695809,74695593,0.013405742,0.02564558,0.034233008,0.64459026,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74795819,74795584,0.013305468,0.021013737,0.022358656,0.6044149,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
74897411,74897183,0.03253063,0.018549599,0.024184711,0.57741815,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75001389,75001187,0.026221044,0.0007546074,0.025877878,0.56082654,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75105363,75105193,0.005504576,0.013729725,0.020131934,0.5546574,0.0,0.0,0.0,-1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75205435,75205186,-0.0076611824,0.007768861,0.027157906,0.5519344,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75309486,75309196,0.058478497,0.013131864,0.03473993,0.5543877,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75409488,75409183,0.022905324,0.021220002,0.021611223,0.5576623,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75509431,75509183,-0.0012529008,0.020388309,0.033307973,0.56162083,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75613484,75613214,0.028860433,0.011142052,0.032006316,0.57035476,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75713432,75713222,0.0112397,0.0246374,0.022753462,0.5788047,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75815033,75814830,0.029401086,0.016217943,0.032566603,0.585199,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
75915045,75914799,0.026715513,0.020588938,0.032759912,0.5912017,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76018971,76018790,0.011921374,0.018629942,0.02860722,0.5947862,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76119021,76118784,0.013099688,0.015669053,0.031687465,0.5983731,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76223054,76222791,0.006708812,0.010364006,0.019291788,0.6012572,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76322992,76322787,0.013699783,0.023160707,0.029300258,0.6857675,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76422987,76422784,-0.03768,-0.011398076,0.022960914,0.81478035,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76527001,76526789,0.010333475,0.016914517,0.02665891,0.86058027,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76627020,76626784,0.023683716,0.007447928,0.031342275,0.76455665,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76727063,76726792,0.026302889,0.0009558677,0.028920671,0.7160262,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76828619,76828384,0.023993216,0.012599568,0.02837675,0.6886133,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
76932560,76932384,0.023526782,0.008646825,0.028105658,0.6690996,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77032672,77032430,0.026829064,0.016788173,0.0346389,0.6608891,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77136639,77136391,0.03276018,0.016343616,0.034292836,0.6540568,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77236589,77236384,0.03413266,0.012041802,0.035064764,0.6507231,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77336679,77336383,0.02724659,0.021654919,0.038772244,0.6479626,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77440654,77440384,0.029936772,0.03208984,0.03365828,0.64616346,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77540588,77540384,0.027898358,0.03248561,0.034196455,0.64589214,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77640643,77640384,0.024198664,0.030596415,0.037270285,0.6455817,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
77744724,77744387,0.026552452,0.01660923,0.038929164,0.6452511,0.0,0.0,0.0,1.0,2203,224c2092-44e1-4b73-879c-d0ad0c4b4c87
